district,STATE/UT,DISTRICT,year,BananasPerCapita
1050291,MADHYA PRADESH,REWA,2005,42
1050292,MADHYA PRADESH,SAGAR,2005,34
1050293,MADHYA PRADESH,SATNA,2005,34
1050295,MADHYA PRADESH,SEONI,2005,22
1050296,MADHYA PRADESH,SHAHDOL,2005,13
1050297,MADHYA PRADESH,SHAJAPUR,2005,6
1050298,MADHYA PRADESH,SHEOPUR,2005,1
1050299,MADHYA PRADESH,SHIVPURI,2005,2
1050300,MADHYA PRADESH,SIDHI,2005,23
1050294,MADHYA PRADESH,SIHORE,2005,14
1050301,MADHYA PRADESH,TIKAMGARH,2005,18
1050302,MADHYA PRADESH,UJJAIN,2005,17
1050304,MADHYA PRADESH,VIDISHA,2005,27
1050306,MAHARASHTRA,AHMEDNAGAR,2005,0
1050307,MAHARASHTRA,AKOLA,2005,3
1050308,MAHARASHTRA,AMRAVATI,2005,12
1050309,MAHARASHTRA,AURANGABAD,2005,28
1050311,MAHARASHTRA,BEED,2005,7
1050310,MAHARASHTRA,BHANDARA,2005,3
1050312,MAHARASHTRA,BULDHANA,2005,53
1050313,MAHARASHTRA,CHANDRAPUR,2005,2
1050314,MAHARASHTRA,DHULE,2005,10
1050315,MAHARASHTRA,GADCHIROLI,2005,1
1050316,MAHARASHTRA,GONDIA,2005,1
1050318,MAHARASHTRA,HINGOLI,2005,2
1050319,MAHARASHTRA,JALGAON,2005,4
1050320,MAHARASHTRA,JALNA,2005,21
1050321,MAHARASHTRA,KOLHAPUR,2005,22
1050322,MAHARASHTRA,LATUR,2005,40
1050323,MAHARASHTRA,NAGPUR,2005,12
1050324,MAHARASHTRA,NANDED,2005,17
1050325,MAHARASHTRA,NANDURBAR,2005,3
1050326,MAHARASHTRA,NASIK,2005,8
1050327,MAHARASHTRA,OSMANABAD,2005,1
1050328,MAHARASHTRA,PARBHANI,2005,10
1050329,MAHARASHTRA,PUNE COMMR.,2005,7
1050330,MAHARASHTRA,RAIGAD,2005,4
1050331,MAHARASHTRA,RATNAGIRI,2005,2
1050332,MAHARASHTRA,SANGLI,2005,7
1050333,MAHARASHTRA,SATARA,2005,6
1050334,MAHARASHTRA,SINDHUDURG,2005,0
1050335,MAHARASHTRA,SOLAPUR,2005,7
1050336,MAHARASHTRA,THANE,2005,6
1050337,MAHARASHTRA,WARDHA,2005,4
1050338,MAHARASHTRA,WASHIM,2005,10
1050339,MAHARASHTRA,YAVATMAL,2005,10
1050342,MANIPUR,CHURACHANDPUR,2005,0
1050344,MANIPUR,SENAPATI,2005,0
1050345,MANIPUR,TAMENGLONG,2005,0
1050347,MANIPUR,UKHRUL,2005,0
1050349,MEGHALAYA,GARO HILLS EAST,2005,0
1050353,MEGHALAYA,GARO HILLS SOUTH,2005,0
1050354,MEGHALAYA,GARO HILLS WEST,2005,0
1050351,MEGHALAYA,JAINTIA HILLS,2005,0
1050350,MEGHALAYA,KHASI HILLS EAST,2005,1
1050355,MEGHALAYA,KHASI HILLS WEST,2005,0
1050352,MEGHALAYA,RI-BHOI,2005,0
1050356,MIZORAM,AIZAWL,2005,0
1050357,MIZORAM,CHAMPHAI,2005,0
1050358,MIZORAM,KOLASIB,2005,0
1050359,MIZORAM,LAWNGTLAI,2005,2
1050360,MIZORAM,LUNGLEI,2005,0
1050361,MIZORAM,MAMIT,2005,0
1050364,NAGALAND,DIMAPUR,2005,0
1050365,NAGALAND,KOHIMA,2005,0
1050367,NAGALAND,MON,2005,0
1050369,NAGALAND,TUENSANG,2005,0
1050370,NAGALAND,WOKHA,2005,0
1050372,ODISHA,ANGUL,2005,5
1050373,ODISHA,BALASORE,2005,32
1050374,ODISHA,BARAGARH,2005,9
1050376,ODISHA,BOLANGIR,2005,11
1050377,ODISHA,BOUDH,2005,3
1050379,ODISHA,DEOGARH,2005,1
1050380,ODISHA,DHENKANAL,2005,20
1050381,ODISHA,GAJAPATI,2005,1
1050382,ODISHA,GANJAM,2005,28
1050383,ODISHA,JAGATSINGHPUR,2005,11
1050384,ODISHA,JAJPUR,2005,25
1050385,ODISHA,JHARSUGUDA,2005,1
1050386,ODISHA,KALAHANDI,2005,5
1050387,ODISHA,KANDHAMAL,2005,8
1050388,ODISHA,KENDRAPARA,2005,19
1050389,ODISHA,KEONJHAR,2005,12
1050390,ODISHA,KHURDA,2005,17
1050391,ODISHA,KORAPUT,2005,2
1050392,ODISHA,MALKANGIR,2005,3
1050393,ODISHA,MAYURBHANJ,2005,19
1050395,ODISHA,NAYAGARH,2005,4
1050394,ODISHA,NOWRANGPUR,2005,2
1050396,ODISHA,NUAPADA,2005,2
1050397,ODISHA,PURI,2005,30
1050398,ODISHA,RAYAGADA,2005,2
1050399,ODISHA,SAMBALPUR,2005,3
1050400,ODISHA,SONEPUR,2005,0
1050401,ODISHA,SUNDARGARH,2005,2
1050406,PUNJAB,AMRITSAR,2005,2
1050407,PUNJAB,BHATINDA,2005,2
1050408,PUNJAB,FARIDKOT,2005,1
1050409,PUNJAB,FATEHGARH SAHIB,2005,4
1050410,PUNJAB,FEROZEPUR,2005,8
1050411,PUNJAB,GURDASPUR,2005,6
1050412,PUNJAB,HOSHIARPUR,2005,8
1050413,PUNJAB,JALANDHAR,2005,7
1050415,PUNJAB,LUDHIANA,2005,5
1050416,PUNJAB,MANSA,2005,1
1050417,PUNJAB,MOGA,2005,3
1050418,PUNJAB,MUKTSAR,2005,3
1050420,PUNJAB,PATIALA,2005,8
1050421,PUNJAB,ROPAR,2005,6
1050422,PUNJAB,SANGRUR,2005,7
1050423,RAJASTHAN,AJMER,2005,11
1050424,RAJASTHAN,ALWAR,2005,31
1050425,RAJASTHAN,BANSWARA,2005,7
1050426,RAJASTHAN,BARAN,2005,3
1050427,RAJASTHAN,BARMER,2005,13
1050428,RAJASTHAN,BHARATPUR,2005,35
1050429,RAJASTHAN,BHILWARA,2005,14
1050430,RAJASTHAN,BIKANER,2005,12
1050431,RAJASTHAN,BUNDI,2005,5
1050432,RAJASTHAN,CHITTORGARH,2005,7
1050433,RAJASTHAN,CHURU,2005,7
1050434,RAJASTHAN,DAUSA,2005,13
1050435,RAJASTHAN,DHOLPUR,2005,17
1050436,RAJASTHAN,DUNGARPUR,2005,3
1050437,RAJASTHAN,GANGANAGAR,2005,10
1050438,RAJASTHAN,HANUMANGARH,2005,12
1050439,RAJASTHAN,JAIPUR,2005,40
1050440,RAJASTHAN,JAISALMER,2005,5
1050441,RAJASTHAN,JALORE,2005,5
1050442,RAJASTHAN,JHALAWAR,2005,6
1050443,RAJASTHAN,JHUNJHUNU,2005,11
1050444,RAJASTHAN,JODHPUR,2005,16
1050445,RAJASTHAN,KARAULI,2005,14
1050446,RAJASTHAN,KOTA,2005,5
1050447,RAJASTHAN,NAGAUR,2005,15
1050448,RAJASTHAN,PALI,2005,8
1050449,RAJASTHAN,RAJSAMAND,2005,0
1050450,RAJASTHAN,SAWAI MADHOPUR,2005,8
1050451,RAJASTHAN,SIKAR,2005,12
1050452,RAJASTHAN,SIROHI,2005,4
1050453,RAJASTHAN,TONK,2005,1
1050454,RAJASTHAN,UDAIPUR,2005,11
1050455,SIKKIM,EAST,2005,0
1050456,SIKKIM,NORTH,2005,0
1050458,SIKKIM,WEST,2005,0
1050461,TAMIL NADU,COIMBATORE,2005,11
1050462,TAMIL NADU,CUDDALORE,2005,13
1050463,TAMIL NADU,DHARMAPURI,2005,5
1050464,TAMIL NADU,DINDIGUL,2005,5
1050465,TAMIL NADU,ERODE,2005,5
1050466,TAMIL NADU,KANCHIPURAM,2005,12
1050467,TAMIL NADU,KANYAKUMARI,2005,1
1050468,TAMIL NADU,KARUR,2005,5
1050469,TAMIL NADU,MADURAI,2005,7
1050470,TAMIL NADU,NAGAPATTINAM,2005,2
1050471,TAMIL NADU,NAMAKKAL,2005,0
1050472,TAMIL NADU,NILGIRIS,2005,0
1050473,TAMIL NADU,PERAMBALUR,2005,3
1050474,TAMIL NADU,PUDUKOTTAI,2005,4
1050475,TAMIL NADU,RAMNATHAPURAM,2005,4
1050476,TAMIL NADU,SALEM,2005,20
1050477,TAMIL NADU,SIVAGANGAI,2005,8
1050478,TAMIL NADU,THANJAVUR,2005,7
1050479,TAMIL NADU,THENI,2005,2
1050484,TAMIL NADU,THIRUNELVELI,2005,6
1050480,TAMIL NADU,THIRUVALLUR,2005,14
1050485,TAMIL NADU,THIRUVANNAMALAI,2005,5
1050481,TAMIL NADU,THIRUVARUR,2005,1
1050482,TAMIL NADU,THOOTHUGUDI,2005,3
1050486,TAMIL NADU,VELLORE,2005,12
1050487,TAMIL NADU,VILLUPURAM,2005,9
1050489,TRIPURA,DHALAI,2005,1
1050490,TRIPURA,NORTH,2005,3
1050491,TRIPURA,SOUTH,2005,11
1050492,TRIPURA,WEST,2005,19
1050493,UTTAR PRADESH,AGRA,2005,38
1050495,UTTAR PRADESH,ALLAHABAD,2005,40
1050496,UTTAR PRADESH,AMBEDKAR NAGAR,2005,13
1050498,UTTAR PRADESH,AZAMGARH,2005,27
1050499,UTTAR PRADESH,BADAUN,2005,32
1050500,UTTAR PRADESH,BAGHPAT,2005,10
1050501,UTTAR PRADESH,BAHRAICH,2005,21
1050502,UTTAR PRADESH,BALLIA,2005,12
1050503,UTTAR PRADESH,BALRAMPUR,2005,4
1050504,UTTAR PRADESH,BANDA,2005,22
1050505,UTTAR PRADESH,BARABANKI,2005,21
1050506,UTTAR PRADESH,BAREILLY,2005,37
1050507,UTTAR PRADESH,BASTI,2005,7
1050508,UTTAR PRADESH,BIJNOR,2005,26
1050509,UTTAR PRADESH,BULANDSHAHAR,2005,41
1050510,UTTAR PRADESH,CHANDOLI,2005,9
1050511,UTTAR PRADESH,CHITRAKOOT DHAM,2005,12
1050512,UTTAR PRADESH,DEORIA,2005,17
1050513,UTTAR PRADESH,ETAH,2005,43
1050514,UTTAR PRADESH,ETAWAH,2005,29
1050517,UTTAR PRADESH,FATEHPUR,2005,22
1050518,UTTAR PRADESH,FIROZABAD,2005,48
1050520,UTTAR PRADESH,GHAZIABAD,2005,33
1050521,UTTAR PRADESH,GHAZIPUR,2005,19
1050522,UTTAR PRADESH,GONDA,2005,26
1050523,UTTAR PRADESH,GORAKHPUR,2005,16
1050524,UTTAR PRADESH,HAMIRPUR,2005,6
1050525,UTTAR PRADESH,HARDOI,2005,25
1050526,UTTAR PRADESH,HATHRAS,2005,20
1050530,UTTAR PRADESH,J.P.NAGAR,2005,8
1050527,UTTAR PRADESH,JALAUN,2005,21
1050528,UTTAR PRADESH,JAUNPUR,2005,26
1050529,UTTAR PRADESH,JHANSI,2005,13
1050531,UTTAR PRADESH,KANNAUJ,2005,10
1050535,UTTAR PRADESH,KUSHI NAGAR,2005,16
1050537,UTTAR PRADESH,LALITPUR,2005,1
1050538,UTTAR PRADESH,LUCKNOW,2005,44
1050539,UTTAR PRADESH,MAHARAJGANJ,2005,9
1050540,UTTAR PRADESH,MAHOBA,2005,4
1050541,UTTAR PRADESH,MAINPURI,2005,22
1050542,UTTAR PRADESH,MATHURA,2005,23
1050545,UTTAR PRADESH,MIRZAPUR,2005,26
1050546,UTTAR PRADESH,MORADABAD,2005,38
1050547,UTTAR PRADESH,MUZAFFARNAGAR,2005,20
1050548,UTTAR PRADESH,PILIBHIT,2005,20
1050549,UTTAR PRADESH,PRATAPGARH,2005,23
1050550,UTTAR PRADESH,RAIBAREILLY,2005,18
1050552,UTTAR PRADESH,SAHARANPUR,2005,19
1050555,UTTAR PRADESH,SHAHJAHANPUR,2005,25
1050556,UTTAR PRADESH,SHRAWASTI,2005,6
1050557,UTTAR PRADESH,SIDHARTHNAGAR,2005,12
1050558,UTTAR PRADESH,SITAPUR,2005,70
1050559,UTTAR PRADESH,SONBHADRA,2005,10
1050560,UTTAR PRADESH,SULTANPUR,2005,14
1050561,UTTAR PRADESH,UNNAO,2005,40
1050562,UTTAR PRADESH,VARANASI,2005,19
1050563,UTTARAKHAND,ALMORA,2005,6
1050565,UTTARAKHAND,CHAMOLI,2005,6
1050567,UTTARAKHAND,DEHRADUN,2005,8
1050568,UTTARAKHAND,HARIDWAR,2005,7
1050569,UTTARAKHAND,NAINITAL,2005,13
1050570,UTTARAKHAND,PAURI GARHWAL,2005,1
1050571,UTTARAKHAND,PITHORAGARH,2005,4
1050573,UTTARAKHAND,TEHRI GARHWAL,2005,6
1050575,UTTARAKHAND,UTTARKASHI,2005,0
1050590,WEST BENGAL,24 PARGANAS NORTH,2005,71
1050592,WEST BENGAL,24 PARGANAS SOUTH,2005,64
1050576,WEST BENGAL,BANKURA,2005,22
1050578,WEST BENGAL,BIRBHUM,2005,5
1050577,WEST BENGAL,BURDWAN,2005,40
1050585,WEST BENGAL,COOCHBEHAR,2005,8
1050580,WEST BENGAL,DARJEELING,2005,1
1050583,WEST BENGAL,HOOGHLY,2005,5
1050584,WEST BENGAL,JALPAIGURI,2005,15
1050587,WEST BENGAL,MALDA,2005,3
1050594,WEST BENGAL,PASCHIM MIDNAPUR,2005,21
1050581,WEST BENGAL,PURAB MIDNAPUR,2005,34
1050588,WEST BENGAL,MURSHIDABAD,2005,35
1050589,WEST BENGAL,NADIA,2005,48
1050591,WEST BENGAL,PURULIA,2005,8
1050593,WEST BENGAL,UTTAR DINAJPUR,2005,17
1050121,DELHI,DELHI UT TOTAL,2005,114
1050257,LAKSHADWEEP,LAKSHADWEEP,2005,0
1050003,ANDHRA PRADESH,ADILABAD,2006,22
1050004,ANDHRA PRADESH,ANANTAPUR,2006,16
1050005,ANDHRA PRADESH,CHITTOOR,2006,18
1050006,ANDHRA PRADESH,CUDDAPAH,2006,10
1050007,ANDHRA PRADESH,EAST GODAVARI,2006,25
1050008,ANDHRA PRADESH,GUNTUR,2006,15
1050010,ANDHRA PRADESH,KARIMNAGAR,2006,47
1050011,ANDHRA PRADESH,KHAMMAM,2006,17
1050012,ANDHRA PRADESH,KRISHNA,2006,9
1050013,ANDHRA PRADESH,KURNOOL,2006,9
1050014,ANDHRA PRADESH,MAHABOOBNAGAR,2006,33
1050015,ANDHRA PRADESH,MEDAK,2006,33
1050016,ANDHRA PRADESH,NALGONDA,2006,40
1050017,ANDHRA PRADESH,NELLORE,2006,10
1050018,ANDHRA PRADESH,NIZAMABAD,2006,18
1050019,ANDHRA PRADESH,PRAKASHAM,2006,8
1050020,ANDHRA PRADESH,RANGA REDDY,2006,15
1050021,ANDHRA PRADESH,SRIKAKULAM,2006,3
1050022,ANDHRA PRADESH,VISAKHAPATNAM,2006,10
1050023,ANDHRA PRADESH,VIZIANAGARAM,2006,5
1050024,ANDHRA PRADESH,WARANGAL,2006,40
1050025,ANDHRA PRADESH,WEST GODAVARI,2006,23
1050031,ARUNACHAL PRADESH,DIBANG VALLEY,2006,0
1050036,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2006,0
1050027,ARUNACHAL PRADESH,KAMENG EAST,2006,0
1050039,ARUNACHAL PRADESH,KAMENG WEST,2006,0
1050030,ARUNACHAL PRADESH,LOHIT,2006,0
1050033,ARUNACHAL PRADESH,PAPUM PARE,2006,0
1050028,ARUNACHAL PRADESH,SIANG EAST,2006,0
1050037,ARUNACHAL PRADESH,SIANG UPPER,2006,0
1050040,ARUNACHAL PRADESH,SIANG WEST,2006,0
1050032,ARUNACHAL PRADESH,SUBANSIRI LOWER,2006,0
1050038,ARUNACHAL PRADESH,SUBANSIRI UPPER,2006,0
1050034,ARUNACHAL PRADESH,TAWANG,2006,0
1050041,ASSAM,BARPETA,2006,4
1050042,ASSAM,BONGAIGAON,2006,0
1050043,ASSAM,CACHAR,2006,5
1050044,ASSAM,DARRANG,2006,2
1050046,ASSAM,DHUBRI,2006,7
1050047,ASSAM,DIBRUGARH,2006,4
1050049,ASSAM,GOLAGHAT,2006,1
1050051,ASSAM,JORHAT,2006,0
1050052,ASSAM,KAMRUP,2006,10
1050053,ASSAM,KARBI ANGLONG,2006,2
1050055,ASSAM,KOKRAJHAR,2006,14
1050056,ASSAM,LAKHIMPUR,2006,6
1050057,ASSAM,MORIGAON,2006,10
1050060,ASSAM,N.C.HILLS,2006,0
1050058,ASSAM,NAGAON,2006,8
1050061,ASSAM,SIBSAGAR,2006,3
1050062,ASSAM,SONITPUR,2006,7
1050063,ASSAM,TINSUKIA,2006,3
1050064,BIHAR,ARARIA,2006,19
1050065,BIHAR,AURANGABAD,2006,23
1050066,BIHAR,BANKA,2006,21
1050068,BIHAR,BHABHUA,2006,19
1050069,BIHAR,BHAGALPUR,2006,19
1050072,BIHAR,DARBHANGA,2006,33
1050073,BIHAR,GAYA,2006,168
1050075,BIHAR,JAMUI,2006,15
1050076,BIHAR,JEHANABAD,2006,15
1050077,BIHAR,KATIHAR,2006,35
1050079,BIHAR,KISHANGANJ,2006,9
1050080,BIHAR,LAKHISARAI,2006,14
1050082,BIHAR,MADHUBANI,2006,10
1050083,BIHAR,MUNGER,2006,7
1050084,BIHAR,MUZAFFARPUR,2006,65
1050085,BIHAR,NALANDA,2006,63
1050086,BIHAR,NAWADAH,2006,24
1050090,BIHAR,PURNEA,2006,14
1050091,BIHAR,ROHTAS,2006,36
1050092,BIHAR,SAHARSA,2006,12
1050093,BIHAR,SAMASTIPUR,2006,47
1050094,BIHAR,SARAN,2006,74
1050098,BIHAR,SIWAN,2006,41
1050099,BIHAR,SUPAUL,2006,8
1050100,BIHAR,VAISHALI,2006,77
1050103,CHHATTISGARH,BILASPUR,2006,23
1050104,CHHATTISGARH,DANTEWARA,2006,1
1050105,CHHATTISGARH,DHAMTARI,2006,0
1050106,CHHATTISGARH,DURG,2006,19
1050107,CHHATTISGARH,JANJGIR,2006,10
1050108,CHHATTISGARH,JASHPUR,2006,1
1050109,CHHATTISGARH,KANKER,2006,2
1050111,CHHATTISGARH,KORBA,2006,5
1050112,CHHATTISGARH,KORIYA,2006,0
1050113,CHHATTISGARH,MAHASAMUND,2006,2
1050114,CHHATTISGARH,RAIGARH,2006,4
1050115,CHHATTISGARH,RAIPUR,2006,25
1050116,CHHATTISGARH,RAJNANDGAON,2006,5
1050117,CHHATTISGARH,SARGUJA,2006,0
1050123,GOA,SOUTH GOA,2006,0
1050124,GUJARAT,AHMEDABAD,2006,4
1050146,GUJARAT,AHWA-DANG,2006,0
1050125,GUJARAT,AMRELI,2006,3
1050128,GUJARAT,BHARUCH,2006,0
1050129,GUJARAT,BHAVNAGAR,2006,7
1050130,GUJARAT,DAHOD,2006,0
1050131,GUJARAT,GANDHINAGAR,2006,0
1050132,GUJARAT,JAMNAGAR,2006,0
1050133,GUJARAT,JUNAGADH,2006,3
1050135,GUJARAT,KHEDA NORTH,2006,0
1050134,GUJARAT,KUTCH,2006,3
1050136,GUJARAT,MEHSANA,2006,3
1050137,GUJARAT,NARMADA,2006,0
1050138,GUJARAT,NAVSARI,2006,0
1050140,GUJARAT,PATAN,2006,0
1050141,GUJARAT,PORBANDAR,2006,1
1050142,GUJARAT,RAJKOT,2006,2
1050144,GUJARAT,SURAT,2006,22
1050145,GUJARAT,SURENDRANAGAR,2006,1
1050147,GUJARAT,VADODARA,2006,0
1050148,GUJARAT,VALSAD,2006,0
1050149,HARYANA,AMBALA,2006,9
1050150,HARYANA,BHIWANI,2006,19
1050151,HARYANA,FARIDABAD,2006,14
1050154,HARYANA,HISSAR,2006,17
1050157,HARYANA,KAITHAL,2006,9
1050158,HARYANA,KARNAL,2006,13
1050160,HARYANA,MAHENDRAGARH,2006,10
1050163,HARYANA,REWARI,2006,4
1050164,HARYANA,ROHTAK,2006,22
1050165,HARYANA,SIRSA,2006,4
1050166,HARYANA,SONIPAT,2006,26
1050167,HARYANA,YAMUNANAGAR,2006,8
1050169,HIMACHAL PRADESH,CHAMBA,2006,0
1050171,HIMACHAL PRADESH,KANGRA,2006,0
1050172,HIMACHAL PRADESH,KINNAUR,2006,0
1050173,HIMACHAL PRADESH,KULLU,2006,0
1050174,HIMACHAL PRADESH,LAHAUL-SPITI,2006,0
1050175,HIMACHAL PRADESH,MANDI,2006,0
1050176,HIMACHAL PRADESH,SHIMLA,2006,0
1050177,HIMACHAL PRADESH,SIRMAUR,2006,1
1050178,HIMACHAL PRADESH,SOLAN,2006,1
1050180,JAMMU & KASHMIR,ANANTNAG,2006,0
1050182,JAMMU & KASHMIR,BARAMULLA,2006,0
1050181,JAMMU & KASHMIR,BUDGAM,2006,0
1050183,JAMMU & KASHMIR,DODA,2006,0
1050184,JAMMU & KASHMIR,JAMMU,2006,3
1050185,JAMMU & KASHMIR,KARGIL,2006,0
1050186,JAMMU & KASHMIR,KATHUA,2006,3
1050188,JAMMU & KASHMIR,LEH,2006,0
1050190,JAMMU & KASHMIR,POONCH,2006,0
1050191,JAMMU & KASHMIR,RAJOURI,2006,3
1050192,JAMMU & KASHMIR,SRINAGAR,2006,0
1050193,JAMMU & KASHMIR,UDHAMPUR,2006,0
1050194,JHARKHAND,BOKARO,2006,16
1050195,JHARKHAND,CHATRA,2006,16
1050196,JHARKHAND,DEOGHAR,2006,19
1050197,JHARKHAND,DHANBAD,2006,32
1050198,JHARKHAND,DUMKA,2006,7
1050199,JHARKHAND,GARHWA,2006,16
1050200,JHARKHAND,GIRIDIH,2006,39
1050201,JHARKHAND,GODDA,2006,8
1050202,JHARKHAND,GUMLA,2006,1
1050203,JHARKHAND,HAZARIBAGH,2006,39
1050206,JHARKHAND,LATEHAR,2006,2
1050209,JHARKHAND,PALAMU,2006,19
1050212,JHARKHAND,RANCHI,2006,14
1050213,JHARKHAND,SAHEBGANJ,2006,5
1050214,JHARKHAND,SARAIKELA,2006,2
1050215,JHARKHAND,SIMDEGA,2006,2
1050216,KARNATAKA,BAGALKOT,2006,3
1050217,KARNATAKA,BANGALORE RURAL,2006,26
1050219,KARNATAKA,BELGAUM,2006,13
1050220,KARNATAKA,BELLARY,2006,13
1050221,KARNATAKA,BIDAR,2006,10
1050222,KARNATAKA,BIJAPUR,2006,4
1050223,KARNATAKA,CHAMARAJNAGAR,2006,1
1050224,KARNATAKA,CHICKMAGALUR,2006,4
1050225,KARNATAKA,CHITRADURGA,2006,3
1050226,KARNATAKA,DAKSHIN KANNADA,2006,2
1050227,KARNATAKA,DAVANAGERE,2006,11
1050228,KARNATAKA,DHARWAD,2006,2
1050229,KARNATAKA,GADAG,2006,4
1050230,KARNATAKA,GULBARGA,2006,9
1050231,KARNATAKA,HASSAN,2006,7
1050232,KARNATAKA,HAVERI,2006,1
1050233,KARNATAKA,KODAGU,2006,0
1050234,KARNATAKA,KOLAR,2006,16
1050235,KARNATAKA,KOPPAL,2006,3
1050236,KARNATAKA,MANDYA,2006,8
1050237,KARNATAKA,MYSORE,2006,23
1050238,KARNATAKA,RAICHUR,2006,6
1050239,KARNATAKA,SHIMOGA,2006,5
1050240,KARNATAKA,TUMKUR,2006,10
1050241,KARNATAKA,UDUPI,2006,4
1050242,KARNATAKA,UTTAR KANNADA,2006,0
1050243,KERALA,ALAPUZHA,2006,1
1050245,KERALA,IDUKKI,2006,2
1050246,KERALA,KANNUR,2006,0
1050247,KERALA,KASARGOD,2006,0
1050248,KERALA,KOLLAM,2006,1
1050249,KERALA,KOTTAYAM,2006,2
1050250,KERALA,KOZHIKODE,2006,7
1050251,KERALA,MALAPPURAM,2006,1
1050252,KERALA,PALAKKAD,2006,4
1050253,KERALA,PATHANAMTHITTA,2006,0
1050255,KERALA,THRISSUR,2006,3
1050254,KERALA,TRIVANDRUM,2006,2
1050260,MADHYA PRADESH,BALAGHAT,2006,6
1050261,MADHYA PRADESH,BARWANI,2006,4
1050262,MADHYA PRADESH,BETUL,2006,13
1050263,MADHYA PRADESH,BHIND,2006,32
1050264,MADHYA PRADESH,BHOPAL,2006,22
1050266,MADHYA PRADESH,CHHATARPUR,2006,19
1050267,MADHYA PRADESH,CHHINDWARA,2006,13
1050268,MADHYA PRADESH,DAMOH,2006,40
1050270,MADHYA PRADESH,DEWAS,2006,10
1050271,MADHYA PRADESH,DHAR,2006,30
1050272,MADHYA PRADESH,DINDORI,2006,2
1050274,MADHYA PRADESH,GUNA,2006,7
1050275,MADHYA PRADESH,GWALIOR,2006,32
1050276,MADHYA PRADESH,HARDA,2006,5
1050277,MADHYA PRADESH,HOSHANGABAD,2006,12
1050278,MADHYA PRADESH,INDORE,2006,22
1050279,MADHYA PRADESH,JABALPUR,2006,31
1050280,MADHYA PRADESH,JHABUA,2006,4
1050281,MADHYA PRADESH,KATNI,2006,18
1050282,MADHYA PRADESH,MANDLA,2006,4
1050283,MADHYA PRADESH,MANDSAUR,2006,11
1050284,MADHYA PRADESH,MORENA,2006,21
1050285,MADHYA PRADESH,NARSINGHPUR,2006,14
1050286,MADHYA PRADESH,NEEMUCH,2006,4
1050287,MADHYA PRADESH,PANNA,2006,14
1050288,MADHYA PRADESH,RAISEN,2006,18
1050289,MADHYA PRADESH,RAJGARH,2006,9
1050290,MADHYA PRADESH,RATLAM,2006,9
1050291,MADHYA PRADESH,REWA,2006,46
1050292,MADHYA PRADESH,SAGAR,2006,28
1050293,MADHYA PRADESH,SATNA,2006,39
1050295,MADHYA PRADESH,SEONI,2006,11
1050296,MADHYA PRADESH,SHAHDOL,2006,16
1050297,MADHYA PRADESH,SHAJAPUR,2006,11
1050298,MADHYA PRADESH,SHEOPUR,2006,2
1050299,MADHYA PRADESH,SHIVPURI,2006,33
1050300,MADHYA PRADESH,SIDHI,2006,21
1050294,MADHYA PRADESH,SIHORE,2006,14
1050301,MADHYA PRADESH,TIKAMGARH,2006,22
1050302,MADHYA PRADESH,UJJAIN,2006,12
1050304,MADHYA PRADESH,VIDISHA,2006,15
1050306,MAHARASHTRA,AHMEDNAGAR,2006,0
1050307,MAHARASHTRA,AKOLA,2006,1
1050308,MAHARASHTRA,AMRAVATI,2006,7
1050309,MAHARASHTRA,AURANGABAD,2006,42
1050311,MAHARASHTRA,BEED,2006,12
1050310,MAHARASHTRA,BHANDARA,2006,4
1050312,MAHARASHTRA,BULDHANA,2006,13
1050313,MAHARASHTRA,CHANDRAPUR,2006,6
1050314,MAHARASHTRA,DHULE,2006,6
1050315,MAHARASHTRA,GADCHIROLI,2006,2
1050316,MAHARASHTRA,GONDIA,2006,5
1050318,MAHARASHTRA,HINGOLI,2006,8
1050319,MAHARASHTRA,JALGAON,2006,14
1050320,MAHARASHTRA,JALNA,2006,19
1050321,MAHARASHTRA,KOLHAPUR,2006,25
1050322,MAHARASHTRA,LATUR,2006,65
1050323,MAHARASHTRA,NAGPUR,2006,12
1050324,MAHARASHTRA,NANDED,2006,16
1050325,MAHARASHTRA,NANDURBAR,2006,0
1050326,MAHARASHTRA,NASIK,2006,9
1050327,MAHARASHTRA,OSMANABAD,2006,3
1050328,MAHARASHTRA,PARBHANI,2006,10
1050329,MAHARASHTRA,PUNE COMMR.,2006,21
1050330,MAHARASHTRA,RAIGAD,2006,0
1050331,MAHARASHTRA,RATNAGIRI,2006,1
1050332,MAHARASHTRA,SANGLI,2006,8
1050333,MAHARASHTRA,SATARA,2006,8
1050334,MAHARASHTRA,SINDHUDURG,2006,3
1050335,MAHARASHTRA,SOLAPUR,2006,12
1050336,MAHARASHTRA,THANE,2006,10
1050337,MAHARASHTRA,WARDHA,2006,2
1050338,MAHARASHTRA,WASHIM,2006,10
1050339,MAHARASHTRA,YAVATMAL,2006,8
1050342,MANIPUR,CHURACHANDPUR,2006,0
1050344,MANIPUR,SENAPATI,2006,0
1050345,MANIPUR,TAMENGLONG,2006,0
1050347,MANIPUR,UKHRUL,2006,0
1050349,MEGHALAYA,GARO HILLS EAST,2006,0
1050353,MEGHALAYA,GARO HILLS SOUTH,2006,0
1050354,MEGHALAYA,GARO HILLS WEST,2006,0
1050351,MEGHALAYA,JAINTIA HILLS,2006,0
1050350,MEGHALAYA,KHASI HILLS EAST,2006,6
